Account Number,Date,Revenue Amount,Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
193,5/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,5/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
1117,5/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,5/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
10623,5/8/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,,Circleville,OH,43113
925,5/7/24,$515.24 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Dayton,OH,45431
1578,5/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
2450,5/6/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Plain City,OH,43064
61,5/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
10194,5/3/24,$257.78 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Worthington,OH,43085
2543,5/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9109,5/3/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065
10621,5/2/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Boston,MA,02127
9736,5/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
8677,5/1/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,5/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,5/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,5/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,5/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,5/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10619,5/1/24,$156.29 ,Donation,Unrestricted,Sam's Fans 2024,,Cincinnati,OH,45243
1533,4/30/24,$0.81 ,Donation,Unrestricted,Sam's Fans 2024,,,,
1533,4/30/24,$0.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
10275,4/30/24,$3.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
10622,4/30/24,$95.17 ,Donation,Unrestricted,Sam's Fans 2024,,New York,NY,10012
2072,4/30/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221
349,4/30/24,$10.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
10443,4/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,4/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
250,4/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1334,4/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,4/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
2253,4/25/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,4/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,4/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,4/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
10616,4/23/24,$208.28 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
8225,4/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
163,4/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
1545,4/19/24,"$2,574.97 ",Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43221
2363,4/18/24,,Soft Credit,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-3617
2062,4/18/24,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-4238
165,4/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,4/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,4/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
9651,4/15/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9671,4/15/24,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43206
10382,4/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,4/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,4/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
2139,4/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,4/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,4/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,4/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
10614,4/13/24,$10.71 ,Donation,Unrestricted,Sam's Fans 2024,,Canton,MA,02021
8575,4/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
373,4/12/24,$257.78 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43221
1231,4/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
752,4/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,4/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,4/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
323,4/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
32,4/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,4/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,4/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
10612,4/10/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Essex,MA,01929
1117,4/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,4/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
1578,4/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
61,4/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,4/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,4/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
8677,4/1/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,4/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,4/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,4/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,4/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,4/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,3/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,3/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
349,3/29/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
9654,3/29/24,"$3,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221
573,3/29/24,$260.00 ,Donation,Unrestricted,Sam's Fans 2024,,Redmond,WA,98052
250,3/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2558,3/27/24,"$10,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10610,3/27/24,$200.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,St. James City,,33956
8353,3/27/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
9717,3/27/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,St. James City,FL,33956
10607,3/27/24,$200.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,,,
1334,3/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
9697,3/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,,Dublin,OH,43016
726,3/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
10605,3/25/24,$21.11 ,Donation,Unrestricted,Sam's Fans 2024,,New Albany,OH,43054
2253,3/25/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,3/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,3/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,3/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
1973,3/23/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43204
10275,3/23/24,$57.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
2452,3/22/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Worthington,OH,43085-2539
8225,3/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
163,3/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,3/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,3/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,3/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
8137,3/17/24,$108.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Cape Coral,FL,33991
9202,3/17/24,$20.00 ,Donation,Golisano Children's Hospital,Sam's Fans 2024,2024 Pine Island .5K,Naples,FL,34102-1530
8223,3/17/24,$270.28 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Chardon,OH,44024
2305,3/17/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43212
752,3/17/24,,Soft Credit,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Columbus,OH,43214
10603,3/17/24,$27.31 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
10602,3/16/24,$54.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Madisonville,KY,42431
7999,3/16/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43081-1407
10382,3/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,3/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
8099,3/15/24,$287.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
9068,3/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
772,3/15/24,$131.33 ,Donation,Unrestricted,Sam's Fans 2024,,Meridian,ID,83646-2597
10126,3/15/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
10280,3/15/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
1719,3/15/24,$26.31 ,Donation,Unrestricted,Sam's Fans 2024,,San Antonio,TX,78260
823,3/15/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220
2554,3/15/24,$26.31 ,Donation,Unrestricted,Sam's Fans 2024,,Poughkeepaie,NY,12603
840,3/15/24,$27.35 ,Donation,Unrestricted,Sam's Fans 2024,,Springboro,OH,45066
10340,3/15/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
1620,3/15/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
10583,3/15/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Canal Winchester,OH,43110
10238,3/15/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
54,3/15/24,$520.24 ,Donation,Unrestricted,Sam's Fans 2024,,Upper Arlington,OH,43221
9205,3/15/24,$81.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,St. James City,FL,33956
2139,3/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,3/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,3/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8146,3/14/24,$54.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Chardon,OH,44024
9202,3/14/24,$54.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Naples,FL,34102-1530
8831,3/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8575,3/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,3/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,3/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,3/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,3/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
323,3/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
32,3/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,3/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1117,3/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
9738,3/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8353,3/10/24,"$1,080.18 ",Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
866,3/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
8844,3/8/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Gahanna,OH,43230
10596,3/8/24,$108.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,St James City,FL,33956
1578,3/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
825,3/5/24,$270.28 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
9722,3/5/24,$540.24 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
61,3/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
9146,3/4/24,$42.77 ,Donation,Unrestricted,Sam's Fans 2024,,Cincinnati,OH,45202
2543,3/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,3/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
8677,3/1/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,3/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,3/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,3/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,3/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,3/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10275,2/29/24,$50.01 ,Donation,Unrestricted,Sam's Fans 2024,,,,
1533,2/29/24,$0.04 ,Donation,Unrestricted,Sam's Fans 2024,,,,
10443,2/29/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,2/29/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
2230,2/29/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
250,2/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
10593,2/27/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220
1334,2/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,2/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
2253,2/25/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,2/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,2/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,2/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
8225,2/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
10592,2/22/24,"$4,416.00 ",Donation,Unrestricted,Sam's Fans 2023,,San Diego,CA,92130
1771,2/21/24,,Soft Credit,Unrestricted,Sam's Fans 2023,,Columbus,OH,43220-2805
1041,2/21/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,St. James City,FL,33956
10591,2/21/24,$476.78 ,Donation,Unrestricted,Sam's Fans 2023,,,,
163,2/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,2/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Beavercreek,OH,45434
535,2/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
8231,2/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
8831,2/16/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
10382,2/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,,Columbus,OH,43214
9739,2/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
9068,2/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,Donation Form Ask,columbus,OH,43235
2139,2/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
9210,2/13/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956-3230
8429,2/13/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Cape coral,FL,33991
551,2/13/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Saint Louis,MO,63122
8575,2/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,,Sammamish,WA,98074
1231,2/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,2/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,Donation Form Ask,Galena,OH,43021
1351,2/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,2/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
32,2/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,2/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
1117,2/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,2/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,,Uniontown,OH,44685
10588,2/7/24,$26.31 ,Donation,Unrestricted,Sam's Fans 2023,,Powell,OH,43065
1578,2/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Fairmont,WV,26554
61,2/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,2/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
8144,2/2/24,$270.28 ,Donation,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Saint James City,FL,33956
10587,2/2/24,$78.30 ,Donation,Unrestricted,Sam's Fans 2023,2023 Year End Giving Appeal,Akron,OH,44320
9736,2/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2023,Donation Form Ask,Columbus,OH,43220
649,2/1/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,,Oakwood,OH,45419-1319
8677,2/1/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,2/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,1/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,1/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
9121,1/29/24,$9.50 ,Donation,Unrestricted,Sam's Fans 2024,,,,
349,1/28/24,$20.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
250,1/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1334,1/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,1/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,1/25/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,1/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,1/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
9677,1/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
10369,1/23/24,$2.39 ,Donation,Golisano Children's Hospital,Sam's Fans 2024,,Columbus,OH,43224
10275,1/22/24,$309.22 ,Donation,Unrestricted,Sam's Fans 2023,,,,
8225,1/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43016
163,1/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
752,1/18/24,,Soft Credit,Unrestricted,Sam's Fans 2024,2024 Pine Island .5K,Columbus,OH,43214
